Date,Close
1980-06-04,0.993481874
1980-06-05,0.993481874
1980-06-06,0.993481874
1980-06-09,0.96813792
1980-06-10,0.978275478
1980-06-11,0.973206699
1980-06-12,0.932656467
1980-06-13,0.963069141
1980-06-16,0.988413095
1980-06-17,0.978275478
1980-06-18,0.96813792
1980-06-19,0.963069141
1980-06-20,0.973206699
1980-06-23,0.96813792
1980-06-24,0.993481874
1980-06-25,1.01375699
1980-06-26,0.993481874
1980-06-27,1.008688211
1980-06-30,0.998550653
1980-07-01,1.008688211
1980-07-02,1.01375699
1980-07-03,1.018825769
1980-07-07,1.01375699
1980-07-08,1.01375699
1980-07-09,1.01375699
1980-07-10,1.079651237
1980-07-11,1.074582458
1980-07-14,1.150614142
1980-07-15,1.145545363
1980-07-16,1.135407805
1980-07-17,1.155682921
1980-07-18,1.150614142
1980-07-21,1.155682921
1980-07-22,1.140476584
1980-07-23,1.125270247
1980-07-24,1.079651237
1980-07-25,1.054307222
1980-07-28,1.028963327
1980-07-29,1.084720016
1980-07-30,1.099926353
1980-07-31,1.155682921
1980-08-01,1.135407805
1980-08-04,1.135407805
1980-08-05,1.115132689
1980-08-06,1.120201468
1980-08-07,1.145545363
1980-08-08,1.135407805
1980-08-11,1.130339026
1980-08-12,1.120201468
1980-08-13,1.125270247
1980-08-14,1.145545363
1980-08-15,1.135407805
1980-08-18,1.125270247
1980-08-19,1.120201468
1980-08-20,1.16075182
1980-08-21,1.155682921
1980-08-22,1.125270247
1980-08-25,1.115132689
1980-08-26,1.125270247
1980-08-27,1.120201468
1980-08-28,1.125270247
1980-08-29,1.120201468
1980-09-02,1.130339026
1980-09-03,1.226645947
1980-09-04,1.201302052
1980-09-05,1.186095715
1980-09-08,1.175958157
1980-09-09,1.201302052
1980-09-10,1.21143961
1980-09-11,1.221577168
1980-09-12,1.221577168
1980-09-15,1.21143961
1980-09-16,1.186095715
1980-09-17,1.201302052
1980-09-18,1.170889378
1980-09-19,1.201302052
1980-09-22,1.241852283
1980-09-23,1.216508389
1980-09-24,1.206370831
1980-09-25,1.165820599
1980-09-26,1.145545363
1980-09-29,1.11006391
1980-09-30,1.120201468
1980-10-01,1.094857574
1980-10-02,1.084720016
1980-10-03,1.120201468
1980-10-06,1.165820599
1980-10-07,1.135407805
1980-10-08,1.150614142
1980-10-09,1.135407805
1980-10-10,1.130339026
1980-10-13,1.130339026
1980-10-14,1.125270247
1980-10-15,1.11006391
1980-10-16,1.089788795
1980-10-17,1.0644449
1980-10-20,1.069513679
1980-10-21,1.034032106
1980-10-22,1.028963327
1980-10-23,1.008688211
1980-10-24,1.044169664
1980-10-27,1.003619432
1980-10-28,1.01375699
1980-10-29,1.023894548
1980-10-30,1.023894548
1980-10-31,1.044169664
1980-11-03,1.018825769
1980-11-05,1.018825769
1980-11-06,0.993481874
1980-11-07,0.988413095
1980-11-10,0.973206699
1980-11-11,0.96813792
1980-11-12,0.963069141
1980-11-13,0.963069141
1980-11-14,0.983344316
1980-11-17,0.963069141
1980-11-18,0.958000362
1980-11-19,0.932656467
1980-11-20,0.927587628
1980-11-21,0.912381291
1980-11-24,0.902243733
1980-11-25,0.912381291
1980-11-26,0.927587628
1980-11-28,0.907312512
1980-12-01,0.881968617
1980-12-02,0.892106175
1980-12-03,0.871831
1980-12-04,0.861693442
1980-12-05,0.831280708
1980-12-08,0.816074371
1980-12-09,0.826211929
1980-12-10,0.800868034
1980-12-11,0.805936813
1980-12-12,0.785661697
1980-12-15,0.770455301
1980-12-16,0.760317743
1980-12-17,0.755248964
1980-12-18,0.745111406
1980-12-19,0.77552408
1980-12-22,0.816074371
1980-12-23,0.800868034
1980-12-24,0.811005592
1980-12-26,0.816074371
1980-12-29,0.800868034
1980-12-30,0.816074371
1980-12-31,0.811005592
1981-01-02,0.836349547
1981-01-05,0.866762221
1981-01-06,0.876899779
1981-01-07,0.856624663
1981-01-08,0.826211929
1981-01-09,0.82114315
1981-01-12,0.811005592
1981-01-13,0.811005592
1981-01-14,0.811005592
1981-01-15,0.805936813
1981-01-16,0.805936813
1981-01-19,0.805936813
1981-01-20,0.800868034
1981-01-21,0.800868034
1981-01-22,0.77552408
1981-01-23,0.770455301
1981-01-26,0.770455301
1981-01-27,0.800868034
1981-01-28,0.800868034
1981-01-29,0.811005592
1981-01-30,0.800868034
1981-02-02,0.790730476
1981-02-03,0.795799255
1981-02-04,0.790730476
1981-02-05,0.800868034
1981-02-06,0.82114315
1981-02-09,0.800868034
1981-02-10,0.795799255
1981-02-11,0.82114315
1981-02-12,0.805936813
1981-02-13,0.805936813
1981-02-17,0.811005592
1981-02-18,0.816074371
1981-02-19,0.785661697
1981-02-20,0.785661697
1981-02-23,0.800868034
1981-02-24,0.785661697
1981-02-25,0.795799255
1981-02-26,0.800868034
1981-02-27,0.795799255
1981-03-02,0.816074371
1981-03-03,0.82114315
1981-03-04,0.82114315
1981-03-05,0.816074371
1981-03-06,0.856624663
1981-03-09,0.912381291
1981-03-10,0.881968617
1981-03-11,0.887037396
1981-03-12,0.902243733
1981-03-13,0.907312512
1981-03-16,0.91745007
1981-03-17,0.932656467
1981-03-18,1.018825769
1981-03-19,1.018825769
1981-03-20,1.01375699
1981-03-23,1.023894548
1981-03-24,0.993481874
1981-03-25,0.988413095
1981-03-26,0.973206699
1981-03-27,0.932656467
1981-03-30,0.937725246
1981-03-31,0.973206699
1981-04-01,0.937725246
1981-04-02,0.91745007
1981-04-03,0.892106175
1981-04-06,0.871831
1981-04-07,0.887037396
1981-04-08,0.887037396
1981-04-09,0.907312512
1981-04-10,0.907312512
1981-04-13,0.892106175
1981-04-14,0.907312512
1981-04-15,0.922518849
1981-04-16,0.91745007
1981-04-20,0.932656467
1981-04-21,0.947862804
1981-04-22,0.963069141
1981-04-23,0.988413095
1981-04-24,0.978275478
1981-04-27,0.958000362
1981-04-28,0.892106175
1981-04-29,0.887037396
1981-04-30,0.866762221
1981-05-01,0.866762221
1981-05-04,0.851555884
1981-05-05,0.861693442
1981-05-06,0.876899779
1981-05-07,0.902243733
1981-05-08,0.907312512
1981-05-11,0.871831
1981-05-12,0.887037396
1981-05-13,0.892106175
1981-05-14,0.91745007
1981-05-15,0.958000362
1981-05-18,0.947862804
1981-05-19,0.947862804
1981-05-20,0.932656467
1981-05-21,0.932656467
1981-05-22,0.932656467
1981-05-26,0.947862804
1981-05-27,0.937725246
1981-05-28,0.932656467
1981-05-29,0.932656467
1981-06-01,0.96813792
1981-06-02,0.942794025
1981-06-03,0.952931583
1981-06-04,0.952931583
1981-06-05,0.952931583
1981-06-08,0.952931583
1981-06-09,0.942794025
1981-06-10,0.932656467
1981-06-11,0.947862804
1981-06-12,0.947862804
1981-06-15,1.01375699
1981-06-16,0.96813792
1981-06-17,0.978275478
1981-06-18,0.96813792
1981-06-19,0.958000362
1981-06-22,0.947862804
1981-06-23,0.988413095
1981-06-24,0.993481874
1981-06-25,0.96813792
1981-06-26,0.973206699
1981-06-29,0.963069141
1981-06-30,0.96813792
1981-07-01,0.952931583
1981-07-02,0.937725246
1981-07-06,0.897174954
1981-07-07,0.892106175
1981-07-08,0.887037396
1981-07-09,0.897174954
1981-07-10,0.902243733
1981-07-13,0.897174954
1981-07-14,0.897174954
1981-07-15,0.902243733
1981-07-16,0.881968617
1981-07-17,0.902243733
1981-07-20,0.887037396
1981-07-21,0.892106175
1981-07-22,0.892106175
1981-07-23,0.907312512
1981-07-24,0.912381291
1981-07-27,0.897174954
1981-07-28,0.881968617
1981-07-29,0.871831
1981-07-30,0.876899779
1981-07-31,0.876899779
1981-08-03,0.871831
1981-08-04,0.876899779
1981-08-05,0.856624663
1981-08-06,0.856624663
1981-08-07,0.851555884
1981-08-10,0.841418326
1981-08-11,0.836349547
1981-08-12,0.841418326
1981-08-13,0.851555884
1981-08-14,0.851555884
1981-08-17,0.846487105
1981-08-18,0.836349547
1981-08-19,0.836349547
1981-08-20,0.831280708
1981-08-21,0.831280708
1981-08-24,0.82114315
1981-08-25,0.82114315
1981-08-26,0.82114315
1981-08-27,0.800868034
1981-08-28,0.811005592
1981-08-31,0.800868034
1981-09-01,0.811005592
1981-09-02,0.82114315
1981-09-03,0.816074371
1981-09-04,0.816074371
1981-09-08,0.795799255
1981-09-09,0.800868034
1981-09-10,0.805936813
1981-09-11,0.811005592
1981-09-14,0.816074371
1981-09-15,0.800868034
1981-09-16,0.805936813
1981-09-17,0.800868034
1981-09-18,0.800868034
1981-09-21,0.795799255
1981-09-22,0.790730476
1981-09-23,0.785661697
1981-09-24,0.790730476
1981-09-25,0.77552408
1981-09-28,0.800868034
1981-09-29,0.795799255
1981-09-30,0.800868034
1981-10-01,0.800868034
1981-10-02,0.816074371
1981-10-05,0.790730476
1981-10-06,0.77552408
1981-10-07,0.780592859
1981-10-08,0.785661697
1981-10-09,0.760317743
1981-10-12,0.755248964
1981-10-13,0.755248964
1981-10-14,0.755248964
1981-10-15,0.740042627
1981-10-16,0.740042627
1981-10-19,0.729905009
1981-10-20,0.72483623
1981-10-21,0.729905009
1981-10-22,0.729905009
1981-10-23,0.704561114
1981-10-26,0.658942044
1981-10-27,0.658942044
1981-10-28,0.648804486
1981-10-29,0.643735707
1981-10-30,0.658942044
1981-11-02,0.684285998
1981-11-03,0.689354777
1981-11-04,0.684285998
1981-11-05,0.669079602
1981-11-06,0.669079602
1981-11-09,0.684285998
1981-11-10,0.674148381
1981-11-11,0.67921716
1981-11-12,0.684285998
1981-11-13,0.67921716
1981-11-16,0.684285998
1981-11-17,0.684285998
1981-11-18,0.689354777
1981-11-19,0.67921716
1981-11-20,0.664010823
1981-11-23,0.653873265
1981-11-24,0.664010823
1981-11-25,0.664010823
1981-11-27,0.674148381
1981-11-30,0.674148381
1981-12-01,0.745111406
1981-12-02,0.740042627
1981-12-03,0.72483623
1981-12-04,0.770455301
1981-12-07,0.760317743
1981-12-08,0.745111406
1981-12-09,0.740042627
1981-12-10,0.740042627
1981-12-11,0.740042627
1981-12-14,0.714698672
1981-12-15,0.709629893
1981-12-16,0.699492335
1981-12-17,0.714698672
1981-12-18,0.729905009
1981-12-21,0.729905009
1981-12-22,0.709629893
1981-12-23,0.689354777
1981-12-24,0.694423556
1981-12-28,0.694423556
1981-12-29,0.689354777
1981-12-30,0.67921716
1981-12-31,0.67921716
1982-01-04,0.699492335
1982-01-05,0.694423556
1982-01-06,0.694423556
1982-01-07,0.709629893
1982-01-08,0.740042627
1982-01-11,0.709629893
1982-01-12,0.729905009
1982-01-13,0.734973848
1982-01-14,0.714698672
1982-01-15,0.699492335
1982-01-18,0.729905009
1982-01-19,0.719767451
1982-01-20,0.72483623
1982-01-21,0.714698672
1982-01-22,0.694423556
1982-01-25,0.699492335
1982-01-26,0.709629893
1982-01-27,0.734973848
1982-01-28,0.745111406
1982-01-29,0.740042627
1982-02-01,0.729905009
1982-02-02,0.734973848
1982-02-03,0.719767451
1982-02-04,0.734973848
1982-02-05,0.734973848
1982-02-08,0.714698672
1982-02-09,0.714698672
1982-02-10,0.714698672
1982-02-11,0.719767451
1982-02-12,0.729905009
1982-02-16,0.740042627
1982-02-17,0.72483623
1982-02-18,0.719767451
1982-02-19,0.704561114
1982-02-22,0.709629893
1982-02-23,0.734973848
1982-02-24,0.770455301
1982-02-25,0.770455301
1982-02-26,0.77552408
1982-03-01,0.82114315
1982-03-02,0.816074371
1982-03-03,0.811005592
1982-03-04,0.826211929
1982-03-05,0.846487105
1982-03-08,0.851555884
1982-03-09,0.856624663
1982-03-10,0.851555884
1982-03-11,0.846487105
1982-03-12,0.790730476
1982-03-15,0.770455301
1982-03-16,0.77552408
1982-03-17,0.785661697
1982-03-18,0.795799255
1982-03-19,0.811005592
1982-03-22,0.861693442
1982-03-23,0.866762221
1982-03-24,0.856624663
1982-03-25,0.851555884
1982-03-26,0.841418326
1982-03-29,0.836349547
1982-03-30,0.851555884
1982-03-31,0.841418326
1982-04-01,0.871831
1982-04-02,0.871831
1982-04-05,0.866762221
1982-04-06,0.876899779
1982-04-07,0.856624663
1982-04-08,0.866762221
1982-04-12,0.846487105
1982-04-13,0.851555884
1982-04-14,0.841418326
1982-04-15,0.871831
1982-04-16,0.876899779
1982-04-19,0.881968617
1982-04-20,0.856624663
1982-04-21,0.876899779
1982-04-22,0.897174954
1982-04-23,0.912381291
1982-04-26,0.952931583
1982-04-27,0.932656467
1982-04-28,0.922518849
1982-04-29,0.91745007
1982-04-30,0.91745007
1982-05-03,0.952931583
1982-05-04,0.988413095
1982-05-05,0.983344316
1982-05-06,0.988413095
1982-05-07,0.973206699
1982-05-10,0.937725246
1982-05-11,0.963069141
1982-05-12,0.993481874
1982-05-13,0.96813792
1982-05-14,0.973206699
1982-05-17,0.958000362
1982-05-18,0.942794025
1982-05-19,0.947862804
1982-05-20,0.947862804
1982-05-21,0.942794025
1982-05-24,0.952931583
1982-05-25,0.937725246
1982-05-26,0.932656467
1982-05-27,0.922518849
1982-05-28,0.922518849
1982-06-01,0.912381291
1982-06-02,0.922518849
1982-06-03,0.91745007
1982-06-04,0.892106175
1982-06-07,0.892106175
1982-06-08,0.881968617
1982-06-09,0.881968617
1982-06-10,0.887037396
1982-06-11,0.922518849
1982-06-14,0.902243733
1982-06-15,0.907312512
1982-06-16,0.932656467
1982-06-17,0.932656467
1982-06-18,0.927587628
1982-06-21,0.922518849
1982-06-22,0.937725246
1982-06-23,0.988413095
1982-06-24,0.983344316
1982-06-25,0.952931583
1982-06-28,0.963069141
1982-06-29,0.973206699
1982-06-30,0.973206699
1982-07-01,0.942794025
1982-07-02,0.902243733
1982-07-06,0.897174954
1982-07-07,0.952931583
1982-07-08,0.947862804
1982-07-09,0.937725246
1982-07-12,0.958000362
1982-07-13,0.963069141
1982-07-14,0.958000362
1982-07-15,0.937725246
1982-07-16,0.983344316
1982-07-19,0.983344316
1982-07-20,0.978275478
1982-07-21,0.983344316
1982-07-22,0.973206699
1982-07-23,0.983344316
1982-07-26,0.96813792
1982-07-27,0.973206699
1982-07-28,0.952931583
1982-07-29,0.927587628
1982-07-30,0.91745007
1982-08-02,0.937725246
1982-08-03,0.932656467
1982-08-04,0.91745007
1982-08-05,0.892106175
1982-08-06,0.892106175
1982-08-09,0.887037396
1982-08-10,0.907312512
1982-08-11,0.907312512
1982-08-12,0.902243733
1982-08-13,0.912381291
1982-08-16,0.927587628
1982-08-17,0.998550653
1982-08-18,0.963069141
1982-08-19,0.988413095
1982-08-20,1.039100885
1982-08-23,1.099926353
1982-08-24,1.084720016
1982-08-25,1.130339026
1982-08-26,1.135407805
1982-08-27,1.120201468
1982-08-30,1.104995131
1982-08-31,1.115132689
1982-09-01,1.11006391
1982-09-02,1.170889378
1982-09-03,1.165820599
1982-09-07,1.140476584
1982-09-08,1.094857574
1982-09-09,1.089788795
1982-09-10,1.069513679
1982-09-13,1.104995131
1982-09-14,1.130339026
1982-09-15,1.125270247
1982-09-16,1.125270247
1982-09-17,1.099926353
1982-09-20,1.094857574
1982-09-21,1.094857574
1982-09-22,1.084720016
1982-09-23,1.054307222
1982-09-24,1.054307222
1982-09-27,1.054307222
1982-09-28,1.074582458
1982-09-29,1.054307222
1982-09-30,1.039100885
1982-10-01,1.094857574
1982-10-04,1.0644449
1982-10-05,1.084720016
1982-10-06,1.145545363
1982-10-07,1.165820599
1982-10-08,1.175958157
1982-10-11,1.251989841
1982-10-12,1.231714725
1982-10-13,1.231714725
1982-10-14,1.155682921
1982-10-15,1.170889378
1982-10-18,1.25705862
1982-10-19,1.241852283
1982-10-20,1.282402635
1982-10-21,1.25705862
1982-10-22,1.272265077
1982-10-25,1.181026936
1982-10-26,1.196233273
1982-10-27,1.206370831
1982-10-28,1.206370831
1982-10-29,1.292540193
1982-11-01,1.297608972
1982-11-02,1.277333856
1982-11-03,1.363503218
1982-11-04,1.322952867
1982-11-05,1.312815309
1982-11-08,1.262127519
1982-11-09,1.302677751
1982-11-10,1.267196298
1982-11-11,1.277333856
1982-11-12,1.267196298
1982-11-15,1.226645947
1982-11-16,1.216508389
1982-11-17,1.267196298
1982-11-18,1.322952867
1982-11-19,1.292540193
1982-11-22,1.267196298
1982-11-23,1.226645947
1982-11-24,1.251989841
1982-11-26,1.287471414
1982-11-29,1.282402635
1982-11-30,1.338159204
1982-12-01,1.363503218
1982-12-02,1.373640776
1982-12-03,1.353365541
1982-12-06,1.40405345
1982-12-07,1.434466124
1982-12-08,1.444603682
1982-12-09,1.419259787
1982-12-10,1.358434319
1982-12-13,1.393915892
1982-12-14,1.409122229
1982-12-15,1.434466124
1982-12-16,1.429397345
1982-12-17,1.530773044
1982-12-20,1.540910602
1982-12-21,1.652423859
1982-12-22,1.632148743
1982-12-23,1.622011185
1982-12-27,1.667630315
1982-12-28,1.64735508
1982-12-29,1.616942406
1982-12-30,1.576392174
1982-12-31,1.576392174
1983-01-03,1.540910602
1983-01-04,1.566254616
1983-01-05,1.571323395
1983-01-06,1.627079964
1983-01-07,1.611873627
1983-01-10,1.627079964
1983-01-11,1.59666729
1983-01-12,1.611873627
1983-01-13,1.561185718
1983-01-14,1.566254616
1983-01-17,1.581460953
1983-01-18,1.576392174
1983-01-19,1.50036037
1983-01-20,1.515566707
1983-01-21,1.469947696
1983-01-24,1.444603682
1983-01-25,1.525704265
1983-01-26,1.540910602
1983-01-27,1.601736069
1983-01-28,1.581460953
1983-01-31,1.606804848
1983-02-01,1.591598511
1983-02-02,1.606804848
1983-02-03,1.586529732
1983-02-04,1.586529732
1983-02-07,1.586529732
1983-02-08,1.59666729
1983-02-09,1.581460953
1983-02-10,1.622011185
1983-02-11,1.64735508
1983-02-14,1.728455663
1983-02-15,1.69297421
1983-02-16,1.667630315
1983-02-17,1.642286301
1983-02-18,1.64735508
1983-02-22,1.627079964
1983-02-23,1.591598511
1983-02-24,1.622011185
1983-02-25,1.59666729
1983-02-28,1.545979381
1983-03-01,1.642286301
1983-03-02,1.677767873
1983-03-03,1.703111768
1983-03-04,1.672699094
1983-03-07,1.622011185
1983-03-08,1.606804848
1983-03-09,1.642286301
1983-03-10,1.622011185
1983-03-11,1.632148743
1983-03-14,1.581460953
1983-03-15,1.601736069
1983-03-16,1.59666729
1983-03-17,1.601736069
1983-03-18,1.622011185
1983-03-21,1.662561417
1983-03-22,1.637217522
1983-03-23,1.677767873
1983-03-24,1.652423859
1983-03-25,1.616942406
1983-03-28,1.616942406
1983-03-29,1.616942406
1983-03-30,1.662561417
1983-03-31,1.632148743
1983-04-04,1.642286301
1983-04-05,1.622011185
1983-04-06,1.581460953
1983-04-07,1.561185718
1983-04-08,1.581460953
1983-04-11,1.606804848
1983-04-12,1.632148743
1983-04-13,1.713249326
1983-04-14,1.804487467
1983-04-15,1.779143572
1983-04-18,1.799418688
1983-04-19,1.769006014
1983-04-20,1.860244036
1983-04-21,1.850106478
1983-04-22,1.941344619
1983-04-25,1.910931945
1983-04-26,1.986963749
1983-04-27,1.961619735
1983-04-28,1.997101307
1983-04-29,2.08327055
1983-05-02,2.027513981
1983-05-03,2.017376423
1983-05-04,2.017376423
1983-05-05,2.047789097
1983-05-06,2.098476887
1983-05-09,2.093408108
1983-05-10,2.088339329
1983-05-11,2.012307644
1983-05-12,2.002170086
1983-05-13,2.078201771
1983-05-16,2.03258276
1983-05-17,2.042720318
1983-05-18,1.976826191
1983-05-19,2.012307644
1983-05-20,1.98189497
1983-05-23,1.997101307
1983-05-24,2.012307644
1983-05-25,2.027513981
1983-05-26,1.986963749
1983-05-27,1.966688633
1983-05-31,1.905863166
1983-06-01,1.976826191
1983-06-02,2.037651539
1983-06-03,2.08327055
1983-06-06,2.154233694
1983-06-07,2.128889799
1983-06-08,2.133958578
1983-06-09,2.149164915
1983-06-10,2.144096136
1983-06-13,2.230265379
1983-06-14,2.230265379
1983-06-15,2.250540495
1983-06-16,2.27588439
1983-06-17,2.230265379
1983-06-20,2.291090727
1983-06-21,2.351916313
1983-06-22,2.387397766
1983-06-23,2.341778755
1983-06-24,2.382328987
1983-06-27,2.301228285
1983-06-28,2.230265379
1983-06-29,2.311365843
1983-06-30,2.291090727
1983-07-01,2.27588439
1983-07-05,2.204921484
1983-07-06,2.199852705
1983-07-07,2.184646368
1983-07-08,2.230265379
1983-07-11,2.296159506
1983-07-12,2.260678053
1983-07-13,2.265746832
1983-07-14,2.36331892
1983-07-15,2.311365843
1983-07-18,2.316434622
1983-07-19,2.311365843
1983-07-20,2.382328987
1983-07-21,2.422879219
1983-07-22,2.402604103
1983-07-25,2.458360672
1983-07-26,2.514117241
1983-07-27,2.549598932
1983-07-28,2.453291893
1983-07-29,2.438085556
1983-08-01,2.422879219
1983-08-02,2.341778755
1983-08-03,2.311365843
1983-08-04,2.235334158
1983-08-05,2.291090727
1983-08-08,2.189715147
1983-08-09,2.240402937
1983-08-10,2.306297064
1983-08-11,2.296159506
1983-08-12,2.270815611
1983-08-15,2.316434622
1983-08-16,2.270815611
1983-08-17,2.311365843
1983-08-18,2.280953169
1983-08-19,2.291090727
1983-08-22,2.250540495
1983-08-23,2.215059042
1983-08-24,2.154233694
1983-08-25,2.139027357
1983-08-26,2.220127821
1983-08-29,2.204921484
1983-08-30,2.220127821
1983-08-31,2.311365843
1983-09-01,2.392466545
1983-09-02,2.443154335
1983-09-06,2.514117241
1983-09-07,2.478635788
1983-09-08,2.534392595
1983-09-09,2.509048462
1983-09-12,2.463429451
1983-09-13,2.422879219
1983-09-14,2.46849823
1983-09-15,2.438085556
1983-09-16,2.473567009
1983-09-19,2.554667711
1983-09-20,2.569874048
1983-09-21,2.554667711
1983-09-22,2.590149164
1983-09-23,2.630699396
1983-09-26,2.630699396
1983-09-27,2.574942827
1983-09-28,2.595217943
1983-09-29,2.564805269
1983-09-30,2.503979683
1983-10-03,2.46849823
1983-10-04,2.569874048
1983-10-05,2.600286722
1983-10-06,2.666180849
1983-10-07,2.691524744
1983-10-10,2.747281551
1983-10-11,2.676318407
1983-10-12,2.686455965
1983-10-13,2.782763004
1983-10-14,2.757419109
1983-10-17,2.808106899
1983-10-18,2.742212772
1983-10-19,2.676318407
1983-10-20,2.706731081
1983-10-21,2.691524744
1983-10-24,2.757419109
1983-10-25,2.80303812
1983-10-26,2.792900562
1983-10-27,2.757419109
1983-10-28,2.686455965
1983-10-31,2.691524744
1983-11-01,2.635768175
1983-11-02,2.676318407
1983-11-03,2.615493059
1983-11-04,2.569874048
1983-11-07,2.590149164
1983-11-08,2.569874048
1983-11-09,2.66111207
1983-11-10,2.666180849
1983-11-11,2.681387186
1983-11-14,2.625630617
1983-11-15,2.590149164
1983-11-16,2.61042428
1983-11-17,2.640836954
1983-11-18,2.645905733
1983-11-21,2.691524744
1983-11-22,2.681387186
1983-11-23,2.600286722
1983-11-25,2.580011606
1983-11-28,2.55973649
1983-11-29,2.574942827
1983-11-30,2.503979683
1983-12-01,2.549598932
1983-12-02,2.524255037
1983-12-05,2.554667711
1983-12-06,2.524255037
1983-12-07,2.554667711
1983-12-08,2.509048462
1983-12-09,2.524255037
1983-12-12,2.554667711
1983-12-13,2.509048462
1983-12-14,2.509048462
1983-12-15,2.455826283
1983-12-16,2.478635788
1983-12-19,2.531858206
1983-12-20,2.547064543
1983-12-21,2.615493059
1983-12-22,2.645905733
1983-12-23,2.653508902
1983-12-27,2.683921576
1983-12-28,2.691524744
1983-12-29,2.607889891
1983-12-30,2.577477217
1984-01-03,2.577477217
1984-01-04,2.676318407
1984-01-05,2.744747162
1984-01-06,2.737143993
1984-01-09,2.767556667
1984-01-10,2.767556667
1984-01-11,2.80557251
1984-01-12,2.797969341
1984-01-13,2.759953499
1984-01-16,2.767556667
1984-01-17,2.790366173
1984-01-18,2.767556667
1984-01-19,2.737143993
1984-01-20,2.691524744
1984-01-23,2.630699396
1984-01-24,2.66111207
1984-01-25,2.615493059
1984-01-26,2.615493059
1984-01-27,2.577477217
1984-01-30,2.531858206
1984-01-31,2.486238956
1984-02-01,2.410207272
1984-02-02,2.471032619
1984-02-03,2.379794598
1984-02-06,2.341778755
1984-02-07,2.326572418
1984-02-08,2.296159506
1984-02-09,2.258143663
1984-02-10,2.27335
1984-02-13,2.265746832
1984-02-14,2.379794598
1984-02-15,2.372191429
1984-02-16,2.395000935
1984-02-17,2.296159506
1984-02-21,2.204921484
1984-02-22,2.197318316
1984-02-23,2.204921484
1984-02-24,2.303762674
1984-02-27,2.402604103
1984-02-28,2.265746832
1984-02-29,2.265746832
1984-03-01,2.288556337
1984-03-02,2.372191429
1984-03-05,2.372191429
1984-03-06,2.334175587
1984-03-07,2.296159506
1984-03-08,2.303762674
1984-03-09,2.27335
1984-03-12,2.31896925
1984-03-13,2.334175587
1984-03-14,2.364588261
1984-03-15,2.410207272
1984-03-16,2.410207272
1984-03-19,2.349381924
1984-03-20,2.288556337
1984-03-21,2.296159506
1984-03-22,2.204921484
1984-03-23,2.258143663
1984-03-26,2.204921484
1984-03-27,2.197318316
1984-03-28,2.258143663
1984-03-29,2.235334158
1984-03-30,2.227730989
1984-04-02,2.220127821
